index,' sex',' mstatus',' age',' children',' occupation',' education',' income',' avbal',' avtrans',' decision'
711.485013,F,married,35.884861,0.046126,manuf,secondary,2489.595823,10482.277562,878.885737,A
588.66458,F,married,36.509669,1.623156,manuf,secondary,2587.89514,11434.246314,281.39978,A
697.828723,F,married,37.293434,2.062536,legal,tertiary,9326.249916,28678.761135,4114.760901,A
981.765302,F,married,26.045354,0.959959,education,secondary,2867.93367,20919.282269,2279.909059,A
535.497922,F,married,33.277115,1.654196,manuf,secondary,2675.732842,19697.347652,1196.387511,A
812.529971,F,married,27.997723,1.774675,IT,secondary,1436.816689,21917.314446,1773.7098,A
788.644192,F,married,28.619402,1.725753,IT,secondary,1168.303839,21386.410092,1717.965369,A
718.740641,F,married,44.382966,2.545961,legal,tertiary,9206.15481,28805.686988,3638.030191,A
799.210299,F,married,32.128844,1.957745,education,secondary,1808.771122,21122.782158,1087.86317,A
637.713813,F,married,44.067263,1.970146,legal,tertiary,9594.530408,28632.960065,1571.455303,A
625.794473,F,married,40.295068,0.972901,legal,postgrad,9842.599621,46046.994476,4110.204723,A
759.211257,F,married,54.114759,1.065246,government,tertiary,4504.067591,22561.252792,1153.694634,A
661.740098,F,married,38.833387,1.660572,manuf,secondary,2824.826215,11411.222388,287.032866,A
124.621192,F,married,38.156682,1.216155,manuf,secondary,1699.632881,12276.773217,1086.411141,A
732.881753,F,married,38.394752,0.714035,manuf,secondary,1363.046098,12439.904507,1408.86461,A
189.119267,F,married,37.499305,1.844759,manuf,secondary,2546.224547,11477.006524,247.05149,A
676.156509,F,married,43.001195,0.015245,finance,secondary,1076.584949,16200.973581,1019.820569,A
731.008144,F,married,39.411461,2.072711,manuf,tertiary,6065.287594,35423.195928,1949.465807,A
650.540727,F,married,48.903735,1.750299,finance,tertiary,6411.521894,35171.16436,3523.15975,A
760.048832,M,married,34.041634,1.969284,legal,postgrad,14536.181402,38583.078202,1977.659605,A
908.857937,M,married,41.616241,0.382186,medicine,postgrad,6141.760119,59076.543091,5443.968053,A
812.327111,F,married,46.075917,0.979984,medicine,tertiary,3800.978239,20947.869983,2742.606108,A
354.750764,F,married,36.957931,3.434349,finance,secondary,2791.588399,15813.151279,1280.364544,A
377.197383,M,married,31.90632,1.723536,finance,secondary,3342.337277,7652.811722,312.429415,None
230.405277,F,married,60.934041,2.835938,legal,tertiary,2822.24623,31389.478152,1436.095608,None
290.26927,F,single,51.03068,1,manuf,tertiary,5317.811849,21426.900275,1350.551817,None
287.269885,F,married,46.349437,1.862476,finance,secondary,1189.347613,17977.865457,1448.625965,None
736.67501,F,married,45.197841,2.502808,finance,postgrad,8957.924105,29101.459503,3408.559518,None
250.416852,F,married,38.171436,3.462801,government,tertiary,5247.164474,19810.873552,2230.357176,None
110.710656,F,married,37.898001,1.712758,medicine,professional,7917.129619,74735.484096,6075.170001,None
215.439065,M,single,30.256792,0.708083,government,postgrad,7222.058164,12011.978733,3559.670182,None
106.002351,F,divorced,42.453901,1.779926,retired,tertiary,5315.940483,28611.212423,1587.662493,None
184.670495,F,married,29.205053,0.548407,IT,secondary,2096.173037,16489.919011,1201.472741,None
671.728622,M,single,34.275915,0,IT,secondary,1254.846629,14515.493209,1125.698115,None
226.306596,M,single,40.930293,0.332635,finance,postgrad,11058.683268,39684.529448,4506.877355,None
187.726196,F,married,43.800144,0.8571,IT,secondary,1517.555553,16176.069176,1248.885148,None
222.439294,F,single,20.501225,1.654957,manuf,tertiary,5755.39309,26780.295317,1077.561861,None
362.262658,F,divorced,73.818089,2.417436,retired,tertiary,5631.988172,28955.355377,1022.056518,None
205.372875,F,married,60.069688,3,retired,secondary,2224.084593,20576.647922,1429.380783,None
404.181852,F,married,25.883347,0.015855,government,tertiary,7959.776945,9022.300087,1774.465486,None
574.802471,F,married,48.837267,2.30449,finance,postgrad,9474.110847,33518.36184,3626.604952,None
347.719041,M,married,56.533404,0.88008,education,tertiary,4126.456154,22615.616535,1674.328154,None
258.423543,F,single,57.684799,0,finance,postgrad,8602.513567,41097.812204,3378.777598,None
401.407771,M,married,38.372118,0.480469,retired,tertiary,5007.205192,15346.824986,1099.92864,None
457.463997,F,married,64.341943,2,manuf,secondary,2300.512911,11273.270854,1243.164679,None
557.455583,F,single,30.697482,0,legal,tertiary,6013.391618,17971.887083,3106.000071,None
409.700522,F,married,42.543894,1.518338,finance,secondary,2756.07419,19556.580844,3362.56227,None
408.023479,F,single,41.766103,0.759724,government,professional,10031.817584,52969.083179,1786.164151,None
567.123071,F,married,52.612208,1.734027,IT,secondary,1586.518105,16295.147593,774.047295,None
377.494618,M,married,44.50058,1.588028,legal,tertiary,6752.259541,30145.960349,3139.576906,None
613.161157,M,married,54.340874,0,government,tertiary,5439.868616,1106.394374,795.071966,None
475.193663,M,single,29.995694,0,manuf,tertiary,7261.001564,26097.759545,1709.22501,None
345.668875,F,married,48.747086,2.45646,IT,secondary,1437.696797,21953.014641,995.073281,None
131.910703,M,single,41.678443,0,legal,tertiary,7036.277195,28771.852858,2886.347467,None
503.374598,F,single,55.150499,1.210362,retired,tertiary,3183.023858,23660.040728,1099.835211,None
505.97783,F,married,44.575891,1.025967,IT,professional,7831.368735,45164.855624,2373.294182,None
623.849929,M,married,41.332618,2,retired,secondary,2563.317258,20509.222095,1191.466198,None
238.263805,F,single,44.033287,0,government,postgrad,10812.592621,39132.574451,1525.254053,None
526.365892,F,single,35.579894,1.795592,finance,secondary,2392.673833,18686.75009,771.121232,None
487.969554,F,married,54.745614,0.718384,finance,postgrad,12324.851131,30017.539101,3631.610841,None
58.338082,F,single,46.438805,2.702532,finance,postgrad,8324.063182,41491.595471,3183.604768,None
526.325104,M,single,28.283971,0.426599,construct,secondary,2516.209722,16100.492416,362.259418,None
552.276988,F,single,30.116535,0.733316,finance,secondary,595.326226,15723.621747,2017.301191,None
498.272309,F,married,21.768154,2.900431,IT,tertiary,7051.06984,32857.736316,3189.397111,None
488.303334,F,single,22.643212,0.861159,manuf,tertiary,5422.070684,16864.19365,2265.867468,None
382.081966,F,married,40.651915,0.768619,retired,postgrad,3386.244215,28693.85178,1148.505953,None
577.121749,F,single,70.9573,0.080899,manuf,secondary,3434.878002,12059.173537,672.136125,None
564.466831,M,married,59.456381,2,construct,secondary,2608.269444,15998.527684,576.572599,None
529.446477,F,divorced,40.500414,0.010211,retired,tertiary,4792.80879,33505.448574,1042.775303,None
483.560241,F,married,62.730609,0.219322,retired,secondary,1067.245029,17639.216315,1218.949536,None
476.738648,M,single,30.726725,0,education,tertiary,3325.598964,15429.578453,2002.859868,None
503.068486,F,married,40.435235,1.141674,manuf,secondary,2158.39751,11855.399518,552.334151,None
371.72269,M,single,52.556899,0.517253,government,tertiary,8783.283446,10898.222462,1628.944514,None
656.935162,F,married,49.87106,1.067662,IT,secondary,1446.180884,16059.937766,915.958467,None
542.737826,F,married,48.381572,0.835356,manuf,tertiary,6434.712216,36193.799639,2832.943754,None
279.550674,F,divorced,44.204613,1.466258,legal,tertiary,7021.266366,18291.275566,3147.629796,None
683.174113,F,married,47.231214,0.891278,government,professional,9200.169319,47101.627103,5539.597562,None
643.056771,F,married,34.642517,0.921937,manuf,secondary,1207.487161,12535.516007,1001.912896,None
646.383425,F,married,53.197674,1.428879,construct,tertiary,5268.319368,21996.932836,1906.833375,None
908.489605,F,single,41.898615,0.592754,legal,tertiary,4409.557425,41247.995322,2542.791583,None
734.488495,F,married,29.339045,0,finance,secondary,3466.222919,16981.455621,1045.827655,None
906.80331,F,single,52.902883,0.230394,government,tertiary,4633.280849,6025.393845,2152.61696,None
813.629741,F,married,69.513169,1,retired,tertiary,3792.957757,13919.2291,1032.171369,None
726.460526,F,married,33.846521,1.742412,finance,secondary,2533.474923,16252.674389,1223.538902,None
772.96216,M,single,28.265083,0,finance,tertiary,3106.784262,37111.3899,1826.296453,None
682.033574,M,married,39.786214,1.209659,finance,tertiary,9650.830086,29570.938711,2005.063606,None
748.992766,F,single,25.861612,0.169598,government,professional,11202.498319,52245.377382,2832.971332,None
693.293095,F,divorced,38.686623,0,manuf,secondary,2495.579878,5803.05162,541.657597,None
831.776774,F,single,35.631852,1.820505,education,tertiary,3919.870234,35155.547211,831.706343,None
782.964503,M,single,39.674361,3.467126,legal,tertiary,6960.185112,27537.950859,2407.548872,None
645.084398,M,single,42.413905,0.164842,manuf,secondary,2014.373846,14488.279726,1156.904665,None
665.067973,F,single,28.368475,0,legal,tertiary,7250.367068,28441.445368,2164.472433,None
846.141057,M,single,52.326099,1.447613,manuf,secondary,2853.056275,16263.46502,1432.166248,None
96.38719,F,divorced,35.461772,1.78155,retired,tertiary,4753.234193,31358.447196,1644.450727,None
552.437681,F,married,43.84313,0.73283,retired,tertiary,5294.953863,33826.03748,1676.098345,None
660.846722,M,married,40.669183,0.869509,government,tertiary,9735.573395,11591.573466,1945.235737,None
769.331349,M,married,54.203071,2.96723,finance,tertiary,5827.712608,38150.168375,2934.64137,None
615.162294,F,married,56.761163,1.053814,finance,secondary,2076.247885,19349.375571,1195.748391,None
505.600897,F,married,41.382607,0,education,tertiary,3561.597704,34971.894431,1368.741812,None
812.696501,F,divorced,57.86058,0,finance,postgrad,8539.113343,14212.755155,1220.154199,None
823.415127,F,single,43.562732,0.167315,legal,tertiary,7922.762124,29119.167137,1814.580805,None
587.062527,F,single,34.91675,3.710724,finance,secondary,1424.645363,16196.072612,1948.370075,None
480.866611,F,married,50.989478,0.622278,retired,postgrad,3305.526933,28362.053504,1187.192677,None
839.853758,F,single,57.907193,0.675846,legal,tertiary,7211.416339,20293.428551,2782.90985,None
535.825173,F,single,39.195561,1,government,tertiary,6945.548554,5316.016018,1769.649059,None
245.948205,F,married,42.157586,2.843729,finance,secondary,1976.191738,21420.681056,1169.124062,None
94.878537,M,married,35.256309,1.519664,finance,tertiary,5953.369225,11431.245284,2052.227966,None
176.62238,F,single,36.237585,0,finance,tertiary,8079.368293,13972.087965,2807.264641,None
389.52572,F,married,44.789513,2.433015,finance,postgrad,8891.074985,29268.042738,3361.790566,None
406.595097,F,married,38.277133,0.164014,medicine,professional,11483.998072,58808.23188,4921.84423,None
426.357991,F,single,43.894973,0,retired,secondary,520.879373,7464.411911,1128.959382,None
279.21277,F,single,31.821559,0.250402,finance,secondary,2501.982137,18977.371946,894.361154,None
727.988253,F,married,25.777371,1.585152,medicine,professional,9844.927767,58452.2464,3806.921328,None
440.36028,F,single,36.978564,0.064939,finance,secondary,1063.199834,15751.735623,1695.678196,None
683.287262,F,single,29.046857,1.815984,manuf,postgrad,10088.015367,24107.592034,2549.385773,None
614.810924,M,married,29.829923,0.225546,finance,secondary,2905.672898,19885.659378,3031.890851,None
720.902563,F,single,32.866717,0.13753,construct,tertiary,5200.608134,26134.905545,1380.826498,None
659.072025,F,divorced,49.263309,0.44529,IT,tertiary,4732.438786,23227.523841,942.233524,None
467.528273,F,single,66.527174,0,manuf,secondary,3037.527128,12373.769371,1126.412827,None
419.517244,F,married,41.197911,1.060178,IT,professional,7763.724874,44500.538092,2930.120986,None
586.049218,F,married,20.156064,1.781244,finance,tertiary,2565.213869,27029.187098,2435.830611,None
770.566467,F,married,47.712858,1.507761,IT,secondary,1123.654377,19915.542724,1033.752863,None
169.334286,M,single,26.709044,0.008877,manuf,tertiary,10209.248078,46347.279692,2604.516819,B
319.819159,F,single,22.018048,0,legal,tertiary,9743.003295,17691.773038,2547.933586,B
405.520108,M,single,21.226666,0,manuf,tertiary,11871.865899,53841.318864,1792.24202,B
241.047727,F,single,27.802772,0.025905,legal,tertiary,7965.74772,27681.819673,3066.655058,B
59.879574,M,single,27.673651,0.537933,legal,tertiary,5082.656567,27545.855686,2983.801462,B
523.128611,F,single,27.761214,0,government,secondary,4690.798545,17915.8338,607.108901,B
206.162937,F,single,21.865991,0,IT,secondary,2727.661918,14396.463814,720.037343,B
424.66685,F,single,22.519917,0.280532,government,secondary,6254.209193,17788.988277,2641.572067,B
433.777661,F,single,25.250301,0,legal,tertiary,10126.874732,17458.162911,2834.792897,B
480.658906,F,single,22.517563,0,IT,secondary,5500.153538,12769.370653,2864.895363,B
612.502759,F,single,25.828152,0,government,secondary,3699.529547,17323.027157,512.891782,B
396.609761,F,single,26.749287,1.886334,legal,tertiary,7854.193245,18099.70841,2472.487649,B
372.685022,F,single,20.652763,0,IT,secondary,2829.855942,9096.280725,914.037279,B
430.571487,F,single,20.711305,0,government,tertiary,6720.47841,20927.089218,2917.910521,B
260.812665,F,single,22.105426,0,government,tertiary,8136.587131,22082.504778,2358.883738,B
319.385361,F,single,25.867034,1.032376,legal,tertiary,8793.392908,18096.077112,2476.374419,B
115.067709,M,single,25.294232,0.385074,legal,tertiary,5235.608868,27608.597292,2442.741476,B
196.383875,F,single,25.184142,0,IT,secondary,2742.807174,14178.028345,599.906551,B
250.60032,F,single,25.411481,0,legal,tertiary,8905.433325,25624.108761,2551.292789,B
340.715714,M,single,27.207265,0,manuf,tertiary,11203.554692,49852.002437,4013.592207,B
418.954829,F,single,25.66737,0,legal,tertiary,10614.197526,17495.371588,3014.694235,B
249.397105,F,single,25.471714,0,IT,tertiary,9712.074912,15651.944594,2360.133996,B
307.029814,M,single,27.10542,0,manuf,tertiary,10949.32321,50908.751488,3710.691335,B
469.664757,F,single,24.425482,0,IT,secondary,5078.193077,12616.145322,2862.532366,B
306.999847,F,single,21.29978,0,government,tertiary,7897.201379,22305.664629,1919.112999,B
578.171105,F,single,23.567751,2.16553,government,tertiary,7227.529181,20844.895333,2557.918436,B
680.30651,F,single,26.802995,0,government,secondary,3646.927297,17978.593539,474.517069,B
101.217834,M,single,25.675304,0.680943,legal,tertiary,9807.257373,42392.671252,2067.021187,B
343.629095,M,single,25.054265,0.001056,manuf,tertiary,6138.969859,26494.259931,2627.775225,B
352.794564,F,single,20.761251,0,government,tertiary,7036.167903,21153.685555,2771.392258,B
136.42457,M,single,27.15763,1.89317,legal,tertiary,8773.305122,42038.679727,2877.824499,B
587.096068,M,single,22.619378,0,manuf,tertiary,5382.44065,23682.010787,1832.862196,B
429.457308,M,single,23.182213,0,manuf,tertiary,3846.670005,25060.12653,1313.091539,B
97.680998,F,single,22.432936,0,government,tertiary,8546.534319,22072.793885,2208.455682,B
186.191384,M,single,26.846979,0,manuf,tertiary,10686.40692,48329.055517,3047.472614,B
238.760838,F,single,25.554667,0,legal,tertiary,9726.325386,17543.545598,2192.070654,B
316.533638,F,single,22.194722,0,legal,postgrad,8553.709915,27251.404925,4213.751379,B
567.545515,F,single,24.741359,0,government,secondary,2240.43952,16778.706336,449.602027,B
508.651876,F,single,25.475263,0,IT,tertiary,9913.782305,15602.682269,2380.53718,B
492.371872,F,single,20.265505,0,IT,secondary,2302.586071,8537.04193,1043.352214,B
707.573668,F,single,25.037864,0,legal,postgrad,10048.012227,25992.512907,5178.516093,B
668.83033,M,single,25.123574,0.142344,legal,tertiary,11100.807281,38243.59511,1876.207647,B
623.894727,M,single,24.425707,0,manuf,tertiary,3046.748613,23822.925779,1455.886992,B
329.131151,M,single,26.831391,2.342163,legal,tertiary,9497.037498,41396.80169,2475.484632,B
538.255925,M,single,25.579997,0.740486,legal,tertiary,11343.220281,30438.724746,2921.161157,B
280.551701,M,single,27.111542,1.445324,legal,tertiary,10325.967932,30448.515019,2494.032549,B
421.610397,M,single,26.152463,1.765012,legal,tertiary,8718.803939,30468.728056,2741.461721,B
499.210248,F,single,26.161888,0,government,secondary,4692.057089,17794.844665,399.738561,B
766.895998,F,single,25.617351,0,government,secondary,4666.189127,17373.188324,357.862182,B
172.236401,F,single,26.322613,0,legal,tertiary,8718.293783,25331.637036,2543.742953,B
114.931327,M,single,28.420447,0.893433,legal,tertiary,9841.21207,33272.550085,2154.323345,B
391.946146,F,single,25.965131,0,legal,tertiary,12230.630277,17485.712776,2988.505243,B
681.398514,M,single,22.545559,0,manuf,tertiary,2949.893782,24508.296161,1451.715885,B
411.434347,M,single,25.050801,0.001356,manuf,tertiary,6280.160387,26632.440626,2753.573056,B
583.041016,M,single,25.515212,0.233947,legal,tertiary,10843.511268,39214.873794,1973.43693,B
537.962466,M,single,22.820378,0,manuf,tertiary,4729.868229,25060.470314,1814.535971,B
781.896286,F,single,24.981122,0,legal,tertiary,9035.209465,25553.847593,2586.456731,B
496.063739,F,single,24.957474,0,legal,tertiary,9046.781865,25505.549802,2589.448025,B
275.756703,M,single,27.759422,0,legal,tertiary,12924.116536,28565.402367,3524.523028,B
